run_key,run_label,harness,mode,audit_id,total_calls,blockchain_rpc_probe,build_or_test,code_or_file_inspection,code_search,file_or_repo_mutation,other,run_orchestration,script_or_runtime,submission_output,text_processing,version_control
chatcmpl-tool-9269791ab0567b25,chatcmpl-tool-9269791ab0567b25,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-931f91ccc2a2ccce,chatcmpl-tool-931f91ccc2a2ccce,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-932ba959b5ce0954,chatcmpl-tool-932ba959b5ce0954,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9374a0a35523bfb4,chatcmpl-tool-9374a0a35523bfb4,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-93fedba579b3e78a,chatcmpl-tool-93fedba579b3e78a,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-943d723040ac1a67,chatcmpl-tool-943d723040ac1a67,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-95025817cb6a9175,chatcmpl-tool-95025817cb6a9175,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-951170ac56050a2d,chatcmpl-tool-951170ac56050a2d,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-951ca8c24c169c32,chatcmpl-tool-951ca8c24c169c32,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9586c9f14adf81d0,chatcmpl-tool-9586c9f14adf81d0,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-959c67a2fd0579b7,chatcmpl-tool-959c67a2fd0579b7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-95c9ff66909389a2,chatcmpl-tool-95c9ff66909389a2,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-95dadd9caefa472b,chatcmpl-tool-95dadd9caefa472b,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-960a3e6fa7725ef9,chatcmpl-tool-960a3e6fa7725ef9,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9618e92a6f491e93,chatcmpl-tool-9618e92a6f491e93,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-961ad3e222ff3f66,chatcmpl-tool-961ad3e222ff3f66,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,1,0,0,0,0,0,0,0
chatcmpl-tool-962419e055f59f91,chatcmpl-tool-962419e055f59f91,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9670b9aa72ceaac7,chatcmpl-tool-9670b9aa72ceaac7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9685da82a10e9b2b,chatcmpl-tool-9685da82a10e9b2b,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9698634db65c398f,chatcmpl-tool-9698634db65c398f,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-96d25bbe1c7ee78a,chatcmpl-tool-96d25bbe1c7ee78a,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-96ecc9e730f3d685,chatcmpl-tool-96ecc9e730f3d685,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-97550dee0e3c175f,chatcmpl-tool-97550dee0e3c175f,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9773deaf6c5de1fb,chatcmpl-tool-9773deaf6c5de1fb,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-97fa8e119a87ce50,chatcmpl-tool-97fa8e119a87ce50,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-98260922aae44124,chatcmpl-tool-98260922aae44124,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9875d32312c7bda6,chatcmpl-tool-9875d32312c7bda6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-98bec8bfd2fa1129,chatcmpl-tool-98bec8bfd2fa1129,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-98c90f34093b366d,chatcmpl-tool-98c90f34093b366d,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9909465423973e30,chatcmpl-tool-9909465423973e30,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9936d9dcc61186e8,chatcmpl-tool-9936d9dcc61186e8,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-994e4077c193310d,chatcmpl-tool-994e4077c193310d,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-997b7498f23d8176,chatcmpl-tool-997b7498f23d8176,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9a6db0868786adc9,chatcmpl-tool-9a6db0868786adc9,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9ad5b73e5f34217a,chatcmpl-tool-9ad5b73e5f34217a,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9b06aa10396fde11,chatcmpl-tool-9b06aa10396fde11,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9b510ea59200189a,chatcmpl-tool-9b510ea59200189a,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9b80367cb778f56e,chatcmpl-tool-9b80367cb778f56e,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9bb6756cebc0de35,chatcmpl-tool-9bb6756cebc0de35,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9c7a5607d620cc08,chatcmpl-tool-9c7a5607d620cc08,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9c915000d482af7a,chatcmpl-tool-9c915000d482af7a,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9ca027111c350d26,chatcmpl-tool-9ca027111c350d26,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9d77dce5b4aad3d6,chatcmpl-tool-9d77dce5b4aad3d6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9df0a828e00af42b,chatcmpl-tool-9df0a828e00af42b,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-9df8db120a584114,chatcmpl-tool-9df8db120a584114,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9e27e001b5232e9a,chatcmpl-tool-9e27e001b5232e9a,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9e30c24f9397dd7c,chatcmpl-tool-9e30c24f9397dd7c,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9e374777585b5f1c,chatcmpl-tool-9e374777585b5f1c,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9e51fc14737e3c51,chatcmpl-tool-9e51fc14737e3c51,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9e908d89a57d9238,chatcmpl-tool-9e908d89a57d9238,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9ee5dd4a889f6516,chatcmpl-tool-9ee5dd4a889f6516,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-9f6dd81a1ea5b9bb,chatcmpl-tool-9f6dd81a1ea5b9bb,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a0018d88d931bda5,chatcmpl-tool-a0018d88d931bda5,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a086849e4a8b12d7,chatcmpl-tool-a086849e4a8b12d7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a0c70566c5612aa6,chatcmpl-tool-a0c70566c5612aa6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a0d0f7ef7f7abaa8,chatcmpl-tool-a0d0f7ef7f7abaa8,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a1a7c69ed9d843b6,chatcmpl-tool-a1a7c69ed9d843b6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a296eea754bf272c,chatcmpl-tool-a296eea754bf272c,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a31b0f22d041fff8,chatcmpl-tool-a31b0f22d041fff8,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a39f9028854ef2e7,chatcmpl-tool-a39f9028854ef2e7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-a3b1766c6e7bf726,chatcmpl-tool-a3b1766c6e7bf726,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a3c064fd6421009a,chatcmpl-tool-a3c064fd6421009a,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a4222d67042463d9,chatcmpl-tool-a4222d67042463d9,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a44dc5ed52598d19,chatcmpl-tool-a44dc5ed52598d19,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a46678983b7c70d7,chatcmpl-tool-a46678983b7c70d7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a48921c62282d4d2,chatcmpl-tool-a48921c62282d4d2,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a4d4b861a51b78a5,chatcmpl-tool-a4d4b861a51b78a5,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a4f9249e1752349c,chatcmpl-tool-a4f9249e1752349c,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,0,0,0,0,0,0,1
chatcmpl-tool-a53f839949419a13,chatcmpl-tool-a53f839949419a13,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a5463c050d31926c,chatcmpl-tool-a5463c050d31926c,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a577f9a3eab19122,chatcmpl-tool-a577f9a3eab19122,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a5fef2820597b427,chatcmpl-tool-a5fef2820597b427,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a61d41b23d8ff3c4,chatcmpl-tool-a61d41b23d8ff3c4,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a6fe85011393d477,chatcmpl-tool-a6fe85011393d477,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,1,0,0,0,0,0,0,0
chatcmpl-tool-a7171cf1ba359574,chatcmpl-tool-a7171cf1ba359574,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a75810b98f219842,chatcmpl-tool-a75810b98f219842,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a78cf200f861d6b7,chatcmpl-tool-a78cf200f861d6b7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a7e6145f797f9e18,chatcmpl-tool-a7e6145f797f9e18,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a81c3e873ea094ae,chatcmpl-tool-a81c3e873ea094ae,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a84cee2ea34a06b9,chatcmpl-tool-a84cee2ea34a06b9,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a9212d2da6ef0b4f,chatcmpl-tool-a9212d2da6ef0b4f,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a9b002d0408143e1,chatcmpl-tool-a9b002d0408143e1,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-a9ba0673ac7f81d6,chatcmpl-tool-a9ba0673ac7f81d6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-aa290287c1c9d8ae,chatcmpl-tool-aa290287c1c9d8ae,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-aa9dbcbeeadf6260,chatcmpl-tool-aa9dbcbeeadf6260,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-aaae65d6eb976fff,chatcmpl-tool-aaae65d6eb976fff,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-aabc7396036fde3e,chatcmpl-tool-aabc7396036fde3e,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-aae0b13416a662c3,chatcmpl-tool-aae0b13416a662c3,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ab06ca7dc42638c6,chatcmpl-tool-ab06ca7dc42638c6,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ab0873b89ebbe2d6,chatcmpl-tool-ab0873b89ebbe2d6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-aba8a431f177bc87,chatcmpl-tool-aba8a431f177bc87,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,1,0,0,0,0,0,0,0
chatcmpl-tool-abddca69e0bc0981,chatcmpl-tool-abddca69e0bc0981,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ac056a7693c5a3d7,chatcmpl-tool-ac056a7693c5a3d7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ac85196ddbeb03c2,chatcmpl-tool-ac85196ddbeb03c2,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-acdba303812e78ae,chatcmpl-tool-acdba303812e78ae,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-ad2dbfca38527e49,chatcmpl-tool-ad2dbfca38527e49,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ad801a8345fcd25c,chatcmpl-tool-ad801a8345fcd25c,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ae1ea13e32969a7a,chatcmpl-tool-ae1ea13e32969a7a,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-ae5c36e573c7b6c5,chatcmpl-tool-ae5c36e573c7b6c5,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-ae9383ba5021ccac,chatcmpl-tool-ae9383ba5021ccac,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-af4dca9d008c2319,chatcmpl-tool-af4dca9d008c2319,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-af65a3aa399e9431,chatcmpl-tool-af65a3aa399e9431,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-af667896d34b5dfd,chatcmpl-tool-af667896d34b5dfd,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-af892c21c3b6783f,chatcmpl-tool-af892c21c3b6783f,mini-swe-agent-forest,detect,2024-01-canto,1,0,1,0,0,0,0,0,0,0,0,0
chatcmpl-tool-afd2e54fc2874486,chatcmpl-tool-afd2e54fc2874486,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,1,0,0,0,0,0,0,0
chatcmpl-tool-afdf9ed2cdb5f106,chatcmpl-tool-afdf9ed2cdb5f106,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b03a58a3b1d36d7d,chatcmpl-tool-b03a58a3b1d36d7d,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b050f126e02753d5,chatcmpl-tool-b050f126e02753d5,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b0c1601f2a950ebd,chatcmpl-tool-b0c1601f2a950ebd,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b2053f8014439aa6,chatcmpl-tool-b2053f8014439aa6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b212bc3263583fd2,chatcmpl-tool-b212bc3263583fd2,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b21b06dac046a87d,chatcmpl-tool-b21b06dac046a87d,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b21dd5d8e475a32c,chatcmpl-tool-b21dd5d8e475a32c,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b235d04938e60631,chatcmpl-tool-b235d04938e60631,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b26e3f5d6aff3d8e,chatcmpl-tool-b26e3f5d6aff3d8e,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b277818b6247427a,chatcmpl-tool-b277818b6247427a,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b2974574aa65683c,chatcmpl-tool-b2974574aa65683c,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b2d3af1c676291f9,chatcmpl-tool-b2d3af1c676291f9,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b3598d67361c2b16,chatcmpl-tool-b3598d67361c2b16,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b3b2ad40564f2f2f,chatcmpl-tool-b3b2ad40564f2f2f,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b3ed15e92971b5ef,chatcmpl-tool-b3ed15e92971b5ef,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b3f110cf66bb27b4,chatcmpl-tool-b3f110cf66bb27b4,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b4201560045fe332,chatcmpl-tool-b4201560045fe332,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b455adc15da23415,chatcmpl-tool-b455adc15da23415,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b4615e1bf6cc759a,chatcmpl-tool-b4615e1bf6cc759a,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b4b97f299a6ffdd7,chatcmpl-tool-b4b97f299a6ffdd7,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-b5691c62681c9be0,chatcmpl-tool-b5691c62681c9be0,mini-swe-agent-forest,unknown,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b64c9f8c8f73a099,chatcmpl-tool-b64c9f8c8f73a099,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b6bada7932f36000,chatcmpl-tool-b6bada7932f36000,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b7379643c09aab06,chatcmpl-tool-b7379643c09aab06,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b74566e37702360b,chatcmpl-tool-b74566e37702360b,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b773c7a980ef91c7,chatcmpl-tool-b773c7a980ef91c7,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,1,0,0,0,0,0,0,0
chatcmpl-tool-b77710dc3eb94010,chatcmpl-tool-b77710dc3eb94010,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b8659f8decfc4960,chatcmpl-tool-b8659f8decfc4960,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b8665d1523d68751,chatcmpl-tool-b8665d1523d68751,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b89c3b966c9220e0,chatcmpl-tool-b89c3b966c9220e0,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b8ace9fb632776a7,chatcmpl-tool-b8ace9fb632776a7,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b8b96abd4a5a84b6,chatcmpl-tool-b8b96abd4a5a84b6,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b8bbc3ccb42c8c38,chatcmpl-tool-b8bbc3ccb42c8c38,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b8cc8bd3fc4920b0,chatcmpl-tool-b8cc8bd3fc4920b0,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b938949713975def,chatcmpl-tool-b938949713975def,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b9478b15083539af,chatcmpl-tool-b9478b15083539af,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b94e54dbe9f7cae9,chatcmpl-tool-b94e54dbe9f7cae9,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-b9a78b31d3cc61c4,chatcmpl-tool-b9a78b31d3cc61c4,mini-swe-agent-forest,detect,2026-05-04-ghcr,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-badbb3ffce2e6366,chatcmpl-tool-badbb3ffce2e6366,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-bb123e498788a1cb,chatcmpl-tool-bb123e498788a1cb,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-bbd5ac31dba6f54d,chatcmpl-tool-bbd5ac31dba6f54d,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-bc4dcb373df743f4,chatcmpl-tool-bc4dcb373df743f4,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-bce69530746f01f8,chatcmpl-tool-bce69530746f01f8,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-bcfd2648343f46ec,chatcmpl-tool-bcfd2648343f46ec,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,0,0,1,0,0,0,0,0,0
chatcmpl-tool-bde8cd695e79f1b6,chatcmpl-tool-bde8cd695e79f1b6,mini-swe-agent-forest,detect,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
chatcmpl-tool-be0cdef487a4c052,chatcmpl-tool-be0cdef487a4c052,mini-swe-agent-forest,unknown,2024-01-canto,1,0,0,1,0,0,0,0,0,0,0,0
