run_key,intent_category,count
chatcmpl-tool-9d77dce5b4aad3d6,code_or_file_inspection,1
chatcmpl-tool-8d1dda262c2a4e04,code_or_file_inspection,1
chatcmpl-tool-b8cc8bd3fc4920b0,code_or_file_inspection,1
chatcmpl-tool-bc4dcb373df743f4,code_or_file_inspection,1
chatcmpl-tool-917e97be3440c95b,code_or_file_inspection,1
chatcmpl-tool-819a9a76c0b7e336,build_or_test,1
chatcmpl-tool-90b1260a1dfc54ab,code_search,1
chatcmpl-tool-961ad3e222ff3f66,code_search,1
chatcmpl-tool-8f64db3bf537540c,file_or_repo_mutation,1
chatcmpl-tool-880b5e13b711311e,code_search,1
chatcmpl-tool-bb123e498788a1cb,code_or_file_inspection,1
chatcmpl-tool-b03a58a3b1d36d7d,code_or_file_inspection,1
chatcmpl-tool-be7b8cd7a1956417,code_or_file_inspection,1
chatcmpl-tool-997b7498f23d8176,code_or_file_inspection,1
chatcmpl-tool-9685da82a10e9b2b,code_or_file_inspection,1
chatcmpl-tool-805b45012d128e09,code_or_file_inspection,1
chatcmpl-tool-a0018d88d931bda5,code_or_file_inspection,1
chatcmpl-tool-aa9dbcbeeadf6260,code_or_file_inspection,1
chatcmpl-tool-8bb0a5ebd992d7f0,code_or_file_inspection,1
chatcmpl-tool-91c5812ccf9e5aae,code_or_file_inspection,1
chatcmpl-tool-a3b1766c6e7bf726,code_or_file_inspection,1
chatcmpl-tool-b7379643c09aab06,code_or_file_inspection,1
chatcmpl-tool-80fd896a368f0e74,code_or_file_inspection,1
chatcmpl-tool-9586c9f14adf81d0,code_or_file_inspection,1
chatcmpl-tool-a9ba0673ac7f81d6,code_or_file_inspection,1
chatcmpl-tool-9df8db120a584114,code_or_file_inspection,1
chatcmpl-tool-a7171cf1ba359574,code_or_file_inspection,1
chatcmpl-tool-9e51fc14737e3c51,code_or_file_inspection,1
chatcmpl-tool-beb11cdde3cddd7f,code_or_file_inspection,1
chatcmpl-tool-921b910d8ff42a0f,code_or_file_inspection,1
chatcmpl-tool-b26e3f5d6aff3d8e,code_or_file_inspection,1
chatcmpl-tool-8534a3557361b1b1,code_or_file_inspection,1
chatcmpl-tool-95025817cb6a9175,code_or_file_inspection,1
chatcmpl-tool-823d7bef001aa13e,code_or_file_inspection,1
chatcmpl-tool-b235d04938e60631,code_or_file_inspection,1
chatcmpl-tool-8f80d0d183bb6b1c,code_or_file_inspection,1
chatcmpl-tool-8b987b4297b336db,code_or_file_inspection,1
chatcmpl-tool-afdf9ed2cdb5f106,code_or_file_inspection,1
chatcmpl-tool-8a4b82e913cb430a,code_or_file_inspection,1
chatcmpl-tool-a84cee2ea34a06b9,code_or_file_inspection,1
chatcmpl-tool-ae1ea13e32969a7a,code_or_file_inspection,1
chatcmpl-tool-83268a06a21b59d7,code_or_file_inspection,1
chatcmpl-tool-90c5e34472a6af43,code_or_file_inspection,1
chatcmpl-tool-b938949713975def,code_or_file_inspection,1
chatcmpl-tool-ad801a8345fcd25c,code_or_file_inspection,1
chatcmpl-tool-9ca027111c350d26,code_or_file_inspection,1
chatcmpl-tool-b4615e1bf6cc759a,code_or_file_inspection,1
chatcmpl-tool-acdba303812e78ae,file_or_repo_mutation,1
chatcmpl-tool-8248c9d15c6c5a29,code_or_file_inspection,1
chatcmpl-tool-b64c9f8c8f73a099,code_or_file_inspection,1
chatcmpl-tool-8a50b74fa90016d9,code_or_file_inspection,1
chatcmpl-tool-85ea840e78ffea17,code_or_file_inspection,1
chatcmpl-tool-9269791ab0567b25,code_or_file_inspection,1
chatcmpl-tool-932ba959b5ce0954,code_or_file_inspection,1
chatcmpl-tool-9f6dd81a1ea5b9bb,code_or_file_inspection,1
chatcmpl-tool-b050f126e02753d5,code_or_file_inspection,1
chatcmpl-tool-a46678983b7c70d7,code_or_file_inspection,1
chatcmpl-tool-8b2ea3a1785c8b12,code_or_file_inspection,1
chatcmpl-tool-b277818b6247427a,code_or_file_inspection,1
chatcmpl-tool-b89c3b966c9220e0,code_or_file_inspection,1
chatcmpl-tool-8bb791750202184f,code_or_file_inspection,1
chatcmpl-tool-b4201560045fe332,code_or_file_inspection,1
chatcmpl-tool-89601e7883f6fa10,code_or_file_inspection,1
chatcmpl-tool-8554edbeefddf4d8,code_or_file_inspection,1
chatcmpl-tool-a9212d2da6ef0b4f,code_or_file_inspection,1
chatcmpl-tool-a577f9a3eab19122,code_or_file_inspection,1
chatcmpl-tool-86a1c057819e6e53,code_or_file_inspection,1
chatcmpl-tool-b9478b15083539af,code_or_file_inspection,1
chatcmpl-tool-b6bada7932f36000,code_or_file_inspection,1
chatcmpl-tool-9b510ea59200189a,code_or_file_inspection,1
chatcmpl-tool-ad2dbfca38527e49,code_or_file_inspection,1
chatcmpl-tool-a39f9028854ef2e7,file_or_repo_mutation,1
chatcmpl-tool-a78cf200f861d6b7,code_or_file_inspection,1
chatcmpl-tool-9936d9dcc61186e8,code_or_file_inspection,1
chatcmpl-tool-b773c7a980ef91c7,code_search,1
chatcmpl-tool-959c67a2fd0579b7,file_or_repo_mutation,1
chatcmpl-tool-8d95dd8f1cf3138a,code_or_file_inspection,1
chatcmpl-tool-8367dd4a73bd1427,code_or_file_inspection,1
chatcmpl-tool-9144ca126174ea6d,code_or_file_inspection,1
chatcmpl-tool-806850d414514109,code_or_file_inspection,1
chatcmpl-tool-bfb0f5e2d999b99c,code_or_file_inspection,1
chatcmpl-tool-93fedba579b3e78a,code_or_file_inspection,1
chatcmpl-tool-9df0a828e00af42b,file_or_repo_mutation,1
chatcmpl-tool-86074124f6a710f6,code_or_file_inspection,1
chatcmpl-tool-aaae65d6eb976fff,code_or_file_inspection,1
chatcmpl-tool-8b80a0b5c56658d3,file_or_repo_mutation,1
chatcmpl-tool-81b04199344489cf,file_or_repo_mutation,1
chatcmpl-tool-8cacd124bad41d5b,file_or_repo_mutation,1
chatcmpl-tool-9b06aa10396fde11,code_or_file_inspection,1
chatcmpl-tool-90dbd79e3ca85216,code_or_file_inspection,1
chatcmpl-tool-962419e055f59f91,code_or_file_inspection,1
chatcmpl-tool-9ad5b73e5f34217a,code_or_file_inspection,1
chatcmpl-tool-bfdd3d02ff047f88,code_or_file_inspection,1
chatcmpl-tool-ab06ca7dc42638c6,code_or_file_inspection,1
chatcmpl-tool-b2d3af1c676291f9,code_or_file_inspection,1
chatcmpl-tool-9bb6756cebc0de35,code_or_file_inspection,1
chatcmpl-tool-95dadd9caefa472b,code_or_file_inspection,1
chatcmpl-tool-be0cdef487a4c052,code_or_file_inspection,1
chatcmpl-tool-b8b96abd4a5a84b6,code_or_file_inspection,1
chatcmpl-tool-816315cd232d0444,code_or_file_inspection,1
chatcmpl-tool-97550dee0e3c175f,code_or_file_inspection,1
chatcmpl-tool-bf4f6e1ae410215c,code_or_file_inspection,1
chatcmpl-tool-a31b0f22d041fff8,code_or_file_inspection,1
chatcmpl-tool-b3f110cf66bb27b4,code_or_file_inspection,1
chatcmpl-tool-8e36f2c4266a53b6,code_or_file_inspection,1
chatcmpl-tool-a5fef2820597b427,code_or_file_inspection,1
chatcmpl-tool-9875d32312c7bda6,code_or_file_inspection,1
chatcmpl-tool-ab0873b89ebbe2d6,code_or_file_inspection,1
chatcmpl-tool-951ca8c24c169c32,code_or_file_inspection,1
chatcmpl-tool-915d97afd27112f8,code_or_file_inspection,1
chatcmpl-tool-883fbe1dfcf5c4d1,code_or_file_inspection,1
chatcmpl-tool-9698634db65c398f,code_or_file_inspection,1
chatcmpl-tool-81aa8f83f1ab4fe9,code_or_file_inspection,1
chatcmpl-tool-a61d41b23d8ff3c4,code_or_file_inspection,1
chatcmpl-tool-bec6164b66506c8a,code_or_file_inspection,1
chatcmpl-tool-8c2f0dac3c9a4b4c,code_or_file_inspection,1
chatcmpl-tool-8bf3680ec8f5e2a7,code_or_file_inspection,1
chatcmpl-tool-8dbb7303195d8314,code_or_file_inspection,1
chatcmpl-tool-aba8a431f177bc87,code_search,1
chatcmpl-tool-afd2e54fc2874486,code_search,1
chatcmpl-tool-834b2b34a75df826,code_search,1
chatcmpl-tool-bcfd2648343f46ec,file_or_repo_mutation,1
chatcmpl-tool-856ed1ef108fda78,code_or_file_inspection,1
chatcmpl-tool-af892c21c3b6783f,build_or_test,1
chatcmpl-tool-ae5c36e573c7b6c5,file_or_repo_mutation,1
chatcmpl-tool-a4f9249e1752349c,version_control,1
chatcmpl-tool-80c67b1090d30525,code_or_file_inspection,1
chatcmpl-tool-af4dca9d008c2319,code_or_file_inspection,1
chatcmpl-tool-a4d4b861a51b78a5,code_or_file_inspection,1
chatcmpl-tool-a9b002d0408143e1,code_or_file_inspection,1
chatcmpl-tool-821307a54d697680,code_or_file_inspection,1
chatcmpl-tool-9670b9aa72ceaac7,code_or_file_inspection,1
chatcmpl-tool-a75810b98f219842,code_or_file_inspection,1
chatcmpl-tool-87d4a2d5f0e9be95,code_or_file_inspection,1
chatcmpl-tool-b3b2ad40564f2f2f,code_or_file_inspection,1
chatcmpl-tool-a3c064fd6421009a,code_or_file_inspection,1
chatcmpl-tool-829feccc484fb45d,code_or_file_inspection,1
chatcmpl-tool-a44dc5ed52598d19,code_or_file_inspection,1
chatcmpl-tool-825d18744ab6571c,file_or_repo_mutation,1
chatcmpl-tool-832468404293f4be,code_or_file_inspection,1
chatcmpl-tool-805ecd6d6f8fee58,code_or_file_inspection,1
chatcmpl-tool-86193e1035ff7f6d,code_or_file_inspection,1
chatcmpl-tool-87e99018d1d30826,code_or_file_inspection,1
chatcmpl-tool-931f91ccc2a2ccce,code_or_file_inspection,1
chatcmpl-tool-ac056a7693c5a3d7,code_or_file_inspection,1
chatcmpl-tool-81af1463aca0f996,code_or_file_inspection,1
chatcmpl-tool-b21b06dac046a87d,code_or_file_inspection,1
chatcmpl-tool-8bbdf0107ad47f9a,code_or_file_inspection,1
chatcmpl-tool-a6fe85011393d477,code_search,1
runs/rca/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug/2026-05-05T15-29-29-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-2trees-debug_detect,build_or_test,1
runs/rca/qwen-vllm-2tree-canto-2026-05-05/modal-forest-qwen-vllm-2trees-debug/2026-05-05T15-29-29-GMT_run-group_mini-swe-agent-modal-forest-qwen-vllm-2trees-debug_detect,run_orchestration,1
chatcmpl-tool-a4222d67042463d9,code_or_file_inspection,1
chatcmpl-tool-9e908d89a57d9238,code_or_file_inspection,1
chatcmpl-tool-9773deaf6c5de1fb,code_or_file_inspection,1
chatcmpl-tool-b74566e37702360b,code_or_file_inspection,1
chatcmpl-tool-89386956b8c7d55d,code_or_file_inspection,1
chatcmpl-tool-b8bbc3ccb42c8c38,code_or_file_inspection,1
chatcmpl-tool-9e30c24f9397dd7c,code_or_file_inspection,1
chatcmpl-tool-867c4a21b04e3107,code_or_file_inspection,1
chatcmpl-tool-a7e6145f797f9e18,code_or_file_inspection,1
chatcmpl-tool-9e27e001b5232e9a,code_or_file_inspection,1
chatcmpl-tool-b0c1601f2a950ebd,code_or_file_inspection,1
chatcmpl-tool-b2974574aa65683c,code_or_file_inspection,1
chatcmpl-tool-951170ac56050a2d,code_or_file_inspection,1
chatcmpl-tool-9e374777585b5f1c,code_or_file_inspection,1
chatcmpl-tool-ae9383ba5021ccac,code_or_file_inspection,1
chatcmpl-tool-b5691c62681c9be0,code_or_file_inspection,1
chatcmpl-tool-a81c3e873ea094ae,code_or_file_inspection,1
chatcmpl-tool-b212bc3263583fd2,code_or_file_inspection,1
chatcmpl-tool-b21dd5d8e475a32c,code_or_file_inspection,1
chatcmpl-tool-af667896d34b5dfd,code_or_file_inspection,1
chatcmpl-tool-88dfa0eb12174c09,code_or_file_inspection,1
chatcmpl-tool-960a3e6fa7725ef9,code_or_file_inspection,1
chatcmpl-tool-b9a78b31d3cc61c4,code_or_file_inspection,1
chatcmpl-tool-98c90f34093b366d,code_or_file_inspection,1
chatcmpl-tool-9c915000d482af7a,code_or_file_inspection,1
chatcmpl-tool-aabc7396036fde3e,code_or_file_inspection,1
chatcmpl-tool-97fa8e119a87ce50,code_or_file_inspection,1
chatcmpl-tool-b8ace9fb632776a7,code_or_file_inspection,1
chatcmpl-tool-877e37b96f40ec10,code_or_file_inspection,1
chatcmpl-tool-b94e54dbe9f7cae9,code_or_file_inspection,1
chatcmpl-tool-b4b97f299a6ffdd7,file_or_repo_mutation,1
chatcmpl-tool-b77710dc3eb94010,code_or_file_inspection,1
chatcmpl-tool-9c7a5607d620cc08,code_or_file_inspection,1
chatcmpl-tool-b3598d67361c2b16,code_or_file_inspection,1
chatcmpl-tool-98260922aae44124,code_or_file_inspection,1
chatcmpl-tool-91a9345ce4ce4124,code_or_file_inspection,1
chatcmpl-tool-b3ed15e92971b5ef,code_or_file_inspection,1
chatcmpl-tool-9b80367cb778f56e,code_or_file_inspection,1
chatcmpl-tool-98bec8bfd2fa1129,code_or_file_inspection,1
chatcmpl-tool-a53f839949419a13,code_or_file_inspection,1
chatcmpl-tool-96d25bbe1c7ee78a,code_or_file_inspection,1
